boys_name,last_name,street_address,town,zip ,math_score,ela_score,total_score,Column1,choice_1,choice_2,choice_3,choice_4
Hugh,Hurst,429 Richland Drive,South Bayou,72363,501,394,895,,South Plateau Secondary,Main Terrace College,Southern Bayou Composite,Central Plateau Secondary
Alden,Richard,911 Yorba Linda Place,Southern Ocean,72421,491,404,895,,Northern Bayou High,Western Delta Junior-Sec,Northern Valley Senior,East Valley High
Darwin,Campbell,657 Renton Lane,Eastern Delta,72442,449,446,895,,North Valley Junior-Sec,South River High,Eastern Ocean College,Eastern Bayou Junior-Sec
Shaun,Bruce,982 Cheyenne Lane,Southern Bayou,72423,442,453,895,,Central-North View High,Eastern Plateau Junior-Sec,Central Terrace Junior-Sec,East River Senior
Hugh,Compton,956 North Charleston Avenue,Central Terrace,72387,406,489,895,,Northern Bay College,Main Terrace Secondary,Eastern Valley Junior-Sec,Main Terrace College
Dario,Beltran,698 Noblesville Boulevard,Central Bay,72394,414,480,894,,Main Plateau Composite,Eastern Bayou Secondary,Eastern View High,Northern Ocean Secondary
Lucas,Mcdowell,779 Eden Prairie Avenue,Southern Bay,72424,530,364,894,,Eastern View High,Northern View Junior-Sec,Southern Terrace Senior,East Valley High
Darwin,Bradley,867 Boca Raton Court,Southern Ridge,72419,508,386,894,,North Plateau Secondary,Southern Terrace Senior,Eastern Ocean Secondary,Northern Bayou High
Gregory,Church,328 Novi Place,Northern Bayou,72413,499,395,894,,East Ocean Secondary,South River High,Western Delta Junior-Sec,South Ridge High
Abel,Gilmore,185 Whittier Avenue,Northern Ridge,72409,491,403,894,,Central Plateau Secondary,South River Junior-Sec,Eastern Plateau Junior-Sec,Northern Valley Senior
Benjamin,Dodson,218 Alpharetta Road,Southern Bay,72424,490,404,894,,Central Ridge Composite,North Bayou High,Eastern View Composite,West Bayou Senior
Larry,Gilmore,473 Iowa City Drive,Eastern Delta,72442,478,416,894,,Central Terrace Secondary,South Valley Senior,Central Terrace Junior-Sec,West Bayou Senior
Alvin,Barton,760 Goodyear Place,Eastern Terrace,72437,461,433,894,,Eastern Ocean Secondary,East Ocean Secondary,Eastern Plateau Junior-Sec,East Bayou College
Stephen,Huerta,4 Santee Place,South Terrace,72357,458,436,894,,Northern Bayou High,West Bayou Senior,Southern Plateau Secondary,Eastern Plateau Junior-Sec
Enzo,Guerrero,136 Wichita Falls Lane,North Valley,72346,414,480,894,,South Ocean High,East River Senior,Central Terrace Secondary,Northern Terrace High
Ayaan,Ortiz,83 Rancho Cordova Street,South Bayou,72363,395,499,894,,North Plateau Secondary,East Valley Senior,Central Ridge Composite,Western Delta Secondary
Grant,Ponce,645 Camarillo Place,Northern Plateau,72410,543,350,893,,Central Terrace Junior-Sec,North Ridge High,East Valley High,Northern Terrace High
Gianni,Burnett,387 Pine Hills Drive,South Valley,72356,523,370,893,,East Ocean Secondary,Northern Bay Senior,South Valley Senior,West Bayou Senior
Brycen,Clarke,990 Maple Grove Boulevard,South Ocean,72361,490,403,893,,Central Ridge Composite,Eastern View Composite,East Ocean Senior,Northern Valley Senior
Jair,Ali,619 Parker Road,Western Ocean,72431,476,417,893,,East Valley High,East Bayou College,Main Delta Composite,Main Bayou College
Jair,Vasquez,100 Jacksonville Street,South River,72358,475,418,893,,Western Delta Junior-Sec,Main Valley Senior,Western Ridge High,Main Terrace Secondary
Parker,Santiago,104 Whittier Drive,West Bayou,72373,459,434,893,,Eastern Terrace Secondary,Central Terrace Secondary,Main River College,Southern Plateau Secondary
Kolby,Burton,50 San Marcos Place,Western Plateau,72430,436,457,893,,Main Terrace Senior,Eastern River Secondary,Northern River Senior,East Terrace Senior
Ernest,Archer,453 Jonesboro Street,Western Ridge,72429,398,495,893,,South Plateau Secondary,Eastern Ocean Secondary,Western Delta Junior-Sec,Northern Ocean Secondary
Branden,Clay,148 Bloomington Place,Northern Valley,72406,520,372,892,,North Terrace High,East Ocean Secondary,Northern Bay College,Eastern Ocean Secondary
Carlo,Perkins,695 Longview Drive,Southern Ridge,72419,512,380,892,,Northern Delta Senior,Northern Bay College,Central Terrace Secondary,Northern Valley Senior
Maddox,Abbott,504 Portsmouth Court,South Valley,72356,492,400,892,,Central Ridge Composite,East Ocean Senior,Western Ocean Secondary,North Terrace High
Enzo,Jenkins,160 St. Augustine Lane,Western Delta,72432,451,441,892,,North Plateau Secondary,North Bay High,Southern Bayou Composite,East River Senior
Lorenzo,Burch,52 Pinellas Park Street,South Plateau,72360,433,459,892,,East Plateau College,Eastern Valley Junior-Sec,East Terrace Senior,Western Ridge High
Caso,Hoover,422 Doral Lane,Central Delta,72392,415,477,892,,North Terrace High,East Valley Senior,Northern Ocean Secondary,North Bay High
Lucas,Cain,531 State College Drive,South Valley,72356,397,495,892,,East Ocean Secondary,Central Bay Secondary,East River Senior,Eastern Bayou Secondary
Shaun,Fields,537 Wausau Boulevard,Central Valley,72386,547,344,891,,Eastern Bayou Junior-Sec,Main Bayou College,East Terrace Senior,East Plateau College
Aditya,Hodges,753 Kankakee Lane,East Delta,72382,520,371,891,,Western Plateau Secondary,Eastern Plateau Junior-Sec,East River Senior,Central-North View High
Andrew,Stanley,245 Toms River Boulevard,Main Valley,72396,518,373,891,,North Ridge High,Eastern Bayou Secondary,Northern Ocean Secondary,West Valley High
Calvin,Santiago,694 Lawton Street,Main View,72395,453,438,891,,Main Terrace Secondary,Eastern Ocean College,Northern Delta Senior,South Delta Secondary
Dillan,Humphrey,699 Sumter Street,Main View,72395,392,499,891,,Western Bayou High,Main Valley Senior,Western Delta Secondary,South River High
Kingston,Price,663 Bryan Avenue,Southern Bayou,72423,549,341,890,,Western Ridge High,Eastern Plateau Junior-Sec,Main Terrace Senior,Northern View Junior-Sec
Aydan,Miller,818 Reston Drive,Western Valley,72426,548,342,890,,Northern Bay Senior,West Bayou Senior,South Ocean High,Eastern Ocean Secondary
Shaun,Hicks,632 Southfield Avenue,Main Bay,72404,496,394,890,,Eastern View Composite,North-West Ocean Senior,Eastern Ocean Secondary,North Valley Junior-Sec
Alexis,Dorsey,2 Brunswick Court,Main River,72398,488,402,890,,Northern River Senior,Northern Terrace High,Eastern Valley Junior-Sec,Main Delta Composite
Colt,Jenkins,257 Morristown Avenue,Central View,72385,451,439,890,,Central Plateau Secondary,East Ocean Senior,Main Ridge College,East Plateau College
Moses,Mckenzie,181 Camden Street,Southern River,72418,450,440,890,,Central Ridge Senior,Southern Ocean High,Northern Bayou High,Northern Terrace High
Parker,Jacobson,513 Johns Creek Road,Main View,72395,543,346,889,,Southern Terrace Senior,South River Junior-Sec,Eastern Terrace Secondary,East Bayou College
Tomas,Mullins,457 The Hammocks Street,Northern Delta,72412,542,347,889,,North Valley Junior-Sec,Southern Terrace Senior,Main Plateau Composite,South Ridge High
Kevin,Griffin,189 Beaverton Place,Northern River,72408,537,352,889,,Main Ridge College,Main Valley Senior,South Valley Senior,East-Central View Composite
Case,Pennington,788 Pittsfield Drive,Western View,72425,535,354,889,,Central-North View High,Main Bayou College,Northern Delta Senior,South River Junior-Sec
Leonidas,Haas,365 Mansfield Avenue,East Bay,72384,509,380,889,,East Terrace Senior,South View Composite,Northern Bayou High,Eastern View Composite
Finley,Dunlap,181 Holland Street,Central Bayou,72393,473,416,889,,Main Plateau College,East Terrace Senior,Southern Terrace Senior,Western Bayou High
Trenton,Oneill,521 Daly City Lane,Northern Delta,72412,472,417,889,,North Plateau Secondary,Western Ocean Secondary,Southern Bayou Composite,Eastern View High
Alden,Conrad,169 Redwood City Drive,South Plateau,72360,457,432,889,,South Ridge High,Main Delta Composite,Central Terrace Secondary,South Valley Senior
Todd,Galvan,718 Tulare Lane,South Valley,72356,547,341,888,,Eastern Ocean College,West Ocean Senior,North Terrace High,West Bayou Senior
Arnav,Barron,600 Rogers Boulevard,Eastern Ridge,72439,476,412,888,,North-West Ocean Senior,Southern Bayou Composite,Southern Plateau Secondary,Main Terrace Senior
Bobby,Everett,487 Woodbury Lane,Northern Ocean,72411,448,440,888,,East-Central View Composite,South Ridge High,East Ocean Senior,Western Bayou High
Marquise,Campbell,200 Lee's Summit Court,Northern Delta,72412,442,446,888,,East-Central View Composite,Central Terrace Secondary,Eastern Terrace Secondary,Central-North View High
Jax,Dunlap,754 South Whittier Lane,Central Delta,72392,424,464,888,,Northern Bayou High,North-West Ocean Senior,Main River College,Main Plateau Composite
Brenden,Archer,730 Skokie Road,East Terrace,72377,541,346,887,,Eastern Bayou Secondary,West Valley High,Eastern View High,Main Delta Senior
Barrett,Hines,912 St. Peters Lane,Southern Delta,72422,534,353,887,,Eastern Bayou Junior-Sec,East Valley High,Main Delta Senior,West Ocean Senior
Maddox,Atkins,661 Spring Court,Northern Valley,72406,520,367,887,,Central Terrace Junior-Sec,West Ocean Secondary,Northern Bayou High,Eastern Plateau Senior
Josiah,Hardin,151 Reston Lane,East Ridge,72379,516,371,887,,East-Central View Composite,Central Plateau Secondary,Northern Terrace High,South Ocean High
Easton,Owens,56 West Haven Drive,Northern Plateau,72410,515,372,887,,South Delta Secondary,East River Senior,Northern Bay Senior,Eastern Terrace Secondary
Benjamin,Love,448 Haverhill Lane,South Bayou,72363,490,397,887,,Western Ocean Secondary,Eastern Terrace Secondary,Southern Ocean High,Eastern Plateau Senior
Adonis,Johns,379 South Whittier Place,Western Terrace,72427,479,408,887,,Western Ridge High,East Bayou College,East Valley Senior,Central-North View High
Lucas,Luna,814 Perris Drive,Main Bay,72404,478,409,887,,North Bay College,West Bayou Senior,Main Plateau College,East Bayou High
Tomas,Serrano,839 Novato Street,South Terrace,72357,458,429,887,,Northern Ocean Secondary,North Ridge High,East Plateau College,Central Ridge Composite
Branden,Burch,437 Orem Place,Western Delta,72432,454,433,887,,Western Plateau Secondary,Central-North View High,Main Delta Senior,North Bayou High
Brycen,Leach,321 Dubuque Street,Western Delta,72432,438,449,887,,Main Valley Senior,North Plateau Secondary,South Delta Secondary,South River Junior-Sec
Caiden,Freeman,317 Smyrna Avenue,Southern Bay,72424,396,491,887,,South River High,East Valley Senior,East Ocean Senior,Main Bayou College
Skylar,Savage,623 Menifee Place,Main Valley,72396,537,349,886,,North Valley Junior-Sec,Western Plateau Secondary,Western Delta Secondary,Main Plateau College
Jair,Ryan,137 La Habra Road,Western Bay,72434,526,360,886,,West Bayou Senior,Main Terrace College,Central Ridge Composite,East Plateau College
Bryan,Mckee,985 Longview Road,West Terrace,72367,522,364,886,,East Ocean Secondary,Eastern Ocean College,Central Ridge Composite,Eastern Ocean Secondary
Graham,Gilmore,143 The Villages Drive,Northern River,72408,500,386,886,,Southern Bay College,Central Bay Secondary,Southern Ocean High,Central Ridge Composite
Ernest,Aguirre,999 Buena Park Road,West Plateau,72370,496,390,886,,Central Terrace Junior-Sec,Northern River Senior,South Plateau Secondary,Western Plateau Secondary
Abel,Harper,840 Ankeny Avenue,Western River,72428,447,439,886,,Northern Bayou High,East Ocean Senior,Eastern View Composite,East Bayou College
Reed,Clark,549 Lafayette Place,Eastern Delta,72442,423,463,886,,North Bay High,Main Delta Senior,North Plateau Secondary,Southern Ocean High
Braiden,Long,657 Burlington Avenue,Southern Bayou,72423,388,498,886,,Southern Bayou Composite,South Delta Secondary,Central Bay Secondary,Western Ocean Secondary
Xander,Banks,482 Edmond Lane,Central View,72385,546,339,885,,Eastern View Composite,Main Delta Senior,Eastern Valley Junior-Sec,Northern Valley Senior
Maddox,Garrett,356 Southaven Drive,Central View,72385,544,341,885,,Eastern Plateau Senior,South Valley Senior,Southern Ocean High,North Terrace High
Aydan,Hernandez,182 Apple Valley Court,North River,72348,507,378,885,,East Plateau College,East Bayou College,Main River College,East Ocean Senior
Eli,Guerrero,797 Laguna Niguel Road,Central Delta,72392,485,400,885,,North-West Ocean Senior,Main Plateau Composite,Central Terrace Junior-Sec,Central Terrace Secondary
Emiliano,Harper,367 Prescott Valley Place,South Valley,72356,478,407,885,,Southern Ridge Secondary,Eastern Terrace Secondary,Western Ocean Secondary,East Valley High
Fabian,Savage,312 Castro Valley Court,Main Delta,72402,455,430,885,,Eastern Ocean College,Main Terrace Senior,Southern Ridge Secondary,North Bay College
Sean,Potts,405 Grapevine Road,Eastern Bay,72444,401,484,885,,Northern Terrace High,Northern Delta Senior,Western Bayou High,South River Junior-Sec
Ralph,Craig,6 DeKalb Boulevard,East Bayou,72383,548,336,884,,East Valley Senior,Main Bayou College,Northern Valley Senior,Main Plateau College
Colt,Gilmore,533 Tinley Park Place,Northern Valley,72406,533,351,884,,Eastern View High,Main River College,South View Composite,South Plateau Secondary
Xander,Roman,346 Medford Street,North River,72348,513,371,884,,South Ridge High,South View Composite,Main Valley Senior,Main Delta Senior
Allen,Schwartz,10 Aloha Drive,West Plateau,72370,505,379,884,,East Bayou College,South View Composite,Central-North View High,Eastern Plateau Junior-Sec
Alexis,Jefferson,332 White Plains Street,Central Terrace,72387,498,386,884,,Northern Valley Senior,Northern Terrace High,Central-North View High,South Valley Senior
Kevin,Newton,137 Rialto Boulevard,Eastern Ocean,72441,446,438,884,,Southern Bayou Composite,Main Plateau Composite,West Ocean Secondary,Central Plateau Secondary
Finley,Cain,104 Weymouth Town Boulevard,South Bay,72364,439,445,884,,South Delta Secondary,Western Ocean Secondary,Central Plateau Secondary,Central Terrace Secondary
Braxton,Barron,84 Blue Springs Road,South Ridge,72359,410,474,884,,Eastern View High,Main Delta Senior,Main Valley Senior,East Bayou High
Maurice,Cox,264 Longview Avenue,Central View,72385,545,338,883,,Eastern Terrace Secondary,South Plateau Secondary,South Valley Senior,Eastern View High
Isaac,Garner,76 Morristown Street,West Terrace,72367,527,356,883,,East River Senior,Northern Bayou High,Central Plateau Secondary,Central Terrace Secondary
Jax,Baird,101 Hamilton Place,Central Ocean,72391,519,364,883,,Main Plateau College,Eastern River Secondary,Eastern Bayou Junior-Sec,Main Valley Senior
Jasper,Donovan,59 St. Peters Drive,Western Terrace,72427,516,367,883,,South Valley Senior,East-Central View Composite,South Ridge High,Western Ridge High
Adam,Jenkins,568 Beckley Lane,Northern Bay,72414,492,391,883,,Eastern Plateau Senior,Central-North View High,Southern Bay College,Central Plateau Secondary
Calvin,Bailey,189 Sherman Boulevard,Main River,72398,459,424,883,,Western Ridge High,Central Ridge Senior,Main River College,Central Ridge Composite
Andrew,Morrow,949 Prescott Valley Place,Eastern Delta,72442,399,484,883,,Main River College,North Bayou High,Southern Ocean High,Main Valley Senior
Moses,Copeland,445 Bristol Street,South Ocean,72361,392,491,883,,Eastern Ocean College,Western Delta Junior-Sec,West Ocean Secondary,East Valley High
Keagan,Graham,518 Woodbury Boulevard,Central Ocean,72391,532,350,882,,Eastern Valley Junior-Sec,Western Delta Secondary,South Ridge High,West Valley High
Grayson,Gill,615 Elizabethtown Drive,Western Bay,72434,522,360,882,,Western Delta Secondary,Central Ridge Senior,Main Bayou College,Southern Terrace Senior
Grayson,Allison,15 Brookhaven Road,Main Bay,72404,510,372,882,,Eastern Bayou Junior-Sec,Northern View Junior-Sec,Main Plateau College,Eastern Terrace Secondary
Holden,Osborne,641 Plantation Road,Eastern Valley,72436,499,383,882,,North Bayou High,Western Bayou High,West Ocean Senior,Southern Terrace Senior
Kody,Callahan,699 Kingsport Drive,Central River,72388,493,389,882,,Northern Terrace High,Eastern Valley Junior-Sec,Main Ridge College,North Bay College
Jensen,Jackson,698 Evanston Avenue,Southern Terrace,72417,491,391,882,,Northern River Senior,Northern Bay College,Eastern Plateau Senior,West Ocean Senior
Maddox,Mcintyre,396 Haverhill Road,Southern Ocean,72421,463,419,882,,Central Terrace Junior-Sec,Main Terrace Secondary,South View Composite,North Terrace High
